appid,review
235540,"Surprised I didn't hear more about this game when it came out. Admittedly, it's a very blatant Left 4 Dead clone in terms of basic mechanics. The UI is the same, most controls are the same, the formula of missions is (mostly) the same, etc.. Missions are even played with 4 characters despite there being 5 characters in the game. But this game also brings a decent amount to the table on top of everything L4D2 does; it's the same plus extra. 

Unlike L4D2, the characters aren't all played the same way, thanks to different stats and weapon rosters. Weapon traits can get pretty powerful with exotic weapons and high success chances, and coupled with the immensely powerful trinkets, add a lot of new team role functionality. There's a loot system that rewards players for completing side-objectives during missions and playing at high difficulties, as well as two crafting stations for improving or customizing your loot. Weapons and trinkets are always with your character, so you don't have to pray to get a SCAR or that silly hipfire-encouraging hunting rifle during a mission. Of course, probably the biggest change is the setting, which to me, a guy who gets a stiffy for medieval germanic aesthetic, is much better, although that's a matter of taste and others may disagree.

Probably the biggest problem I have with the game is the poor optimization. Other reviews probably mention the potential for CTDs at various points without a clear fix; this is definitely a serious problem, although it seems to only affect some people based on their rig. Also, the graphics are handled in odd ways, according to other reviews I've read, which seems to explain why lower settings are more taxing for some people than higher settings (Something to do with CPU vs. GPU usage, supposedly). For a game that's been out already for years and has even recieved new DLC recently, these kinds of problems suggest the developers are, at best, unprofessional, and at worst, totally uninterested in assuring their paid-for work is up to par.

It also lacks some longevity outside of farming that would make it a highly-played part of my library. Probably the only thing this game neglected to copy from L4D2 is Versus mode, for some reason, which is an unfortunate thing to neglect, and I don't understand why it was. Maybe they tried and the special rats weren't balanced when played by humans, but they don't seem so different from special infected in L4D2.

It's a good game and can serve as a superior alternative to L4D2, but it costs too much considering it isn't entirely stable and only offers a bit of original content, especially when L4D2 was given out for free a few years ago. If a Versus mode was added and the game was more stable, I'd consider the current price at least close to reasonable, but until that happens, this is a sale-only purchase. But goddamn, what a worthy purchase when it is on sale."
213670,"This is a very fun game! 

Honestly!"
440,Like huniepop just with more team based class shooter
48110,dosent work  just plays intro
251570,Has been a fun game. Would like to see more vehicles and boats in the game.
365590,i like it better than the division 2 :/
32440,'Do it!' Said Palpatine
228300,"Remember Me will not be forgotten, but will not be in the center of my future gaming memories say 10 years from now. Although if someone decided to extract my memories; they would be rather fond :). A surprisingly great title; I expected a ""Bit"" more - but compared to what the reviewers are dishing it ; it deserves much more praise than most reviewers are giving it."
232090,My weekend morning routine is brewing a hot cup of coffee and shooting a few hundred zombies in the head. Great game!
681660,.......
387990,"Best game I've ever played, infinite creativity for everyone!"
588180,This game is fun and adorable. And great with friends. I just hope that you will be able to somehow add in multiplayer. Because not everyone has friends nearby to play this with. I still recomend this game though.
524220,"Firstly, I'd recommend it for fans of hack & slash gameplay. However, it has several issues with the PC port. It's got a hard time with widescreen monitors. The resolution scaling is totally off! Setting it to fullscreen actually shrinks the game's screen and distorts the text, as if stretching a lower resolution. I needed a MOD to get it to run in proper fullscreen. Using that mod, I don't have a mouse cursor in the game... at all. Using the windowed mode doesn't let me adjust the size of the window, so I can only see about 1/3 of the game. The keybindings can be awkward since this game was designed for the PS4. There is no dodge button, nor can you bind it to a key. If I equip the taunt module for 2B and 9S, I can't use it using a keyboard. The ""flight"" sections of the game are awkward with a mouse and keyboard. If you play for long periods, it will begin to stutter more often, at least for my rig. I've had about 7 crashes so far. Most, if not all, crashes were due to using the steam overlay or alt-tabbing. Other than that, it runs mostly well. Though, with an i7 4790k, 16Gb of DDR3 RAM, about 4 TB of storage, and a GTX 980ti, I really should not be dropping FPS with this game's graphical fidelity.

Onto subjective things: The melee combat, music, and story are all well done! The ""flight"" sections of the game are basically galaga sections or similar types of games. Combining that with the epic music and an epic setting TOTALLY destroyed my immersion. It's like putting nerf guns into the fight scenes of serious war movies. I would have liked them to do what games like Black Ops 3 did with their flight sections. They were simplified because the main focus is obviously infantry combat, but it did not destroy my immersion. I wasn't going to expect Ace Combat, nor should anyone. The big slow-moving jpeg bubbles of damage definitely didn't help with the immersion either. Sure, fire enough and it'll get very difficult to avoid being hit, but geez how did humanity lose to an army that uses bubble-blowers as their primary ranged weapon? Not to mention they can be destroyed by shooting them with bullets or smacking them with melee weapons. The machines are derpy-looking except for the bosses (thankfully). I do appreciate the effort that went into the story as well as the easter-egg types of endings and nostalgia-like gameplay segments, like with the hacking minigame (except for the ""flight"" sections). It makes sense why 9S is a young boy. (It's a stereotype) The graphics are... pretty bad. I wasn't going to expect Crysis or Battlefield, but geeeeeez they make half-life 2 look like a graphical masterpiece in 2017. The animations are thankfully well done, except for lip-syncing. 

It may sound like I expect too much from games, but this is a $60 release. It has to compare to other $60 games. It comes up short in too many areas to justify recommending it at its current price. This is a $50 game at maximum! $45 would be good. It's like selling a beat-up used car with a good sound system at the same price as a brand new car of the same model. If The Witcher 3's devs could do it, so could these devs. Now THAT is a game deserving of the $60 price!"
730,in gaben we trust
730,"Midunesti nane, nane nane, sarebazi bade, bade bade, morakhazish kame, kame kame, nanekëo mano zayidi, to ke dahane mano gayidi"
730,how do you aim down sights?
299950,"Might be nice with the actual VR headset. But at the moment it doesn't even work with a controller. It says ""full support"" but Xbox 1 controller just doesn't work.
Will try to get into the game again later. For now - can't recommend. Certainly not for 30$.

Update:
Tried to play some more. Xbox controller still doesn't work.
Really bad controlls. Walking simulator + stealth + kind of shooter - game tries to be many things together, but fails to mix it all. The apps on the phone are annoying - it is never clear when to use them, I'm running into the enemies with open app and game also punishes me if I'll kill them.
I think I'll pass on this game. Really frustrating experience."
632360,The game is easy to drop in to but difficult to drop out of if you get my meaning
4000,Very nice game with a lot of addons to have with mods and a whole bunch of hours to play
368360,"The more times you played, the more boredom from the game you get. Only the first 60seconds is fun, the rest is dull and repeative."
346110,"This game is in a weird place, if the dev's put time into balancing (and not expect you to find a balance yourself) and cleaned up the edges i would describe it as perfect. but because that isn't the case it's hard to recommend to anyone with little patience there are no system or very little to show you what to do or how to do it. you will need to either go re tame dino's or just spawn a replacement because of stupid things like losing them on a tree or cliff without realising.  it also keep's the most attractive parts of the game hidden until you stubble across it yourself. from the title card you wouldn't expect high tech space suits and dino/cyborg conversion saddles, and being able to build a mobile base on the back of some of the biggest in game models i've ever seen. it has awesome potential but i can't help but think if a more competent group of dev's had this idea we would have something truly special. i'd wait for a sale only because it is an aquired tasted an it being something you like or hate is personally random... for instance i can't say that if you like ""blank"" you'll like this because it's themes aren't the problem it's an unwillingness to improve the player experience is what ultimately makes me lose confidence in a recommendation."
201790,"One of the most fun co-op games out there, fantastic combination of Tower Defence and Action game. Great game."
221680,its pretty neat way to learn an actual instrument
322330,"Bought it for a friend and I to play together.
We ended up starving to death a lot.
Dying from poor luck was common as well.
Great game. 10/10 would die together again."
454650,I WANT IT MORE!
383150,"I remember getting this day 1 on Xbox 360, absolutely loved it.
To be honest it hasn't aged that well though haha.
I find myself playing it more for nostalgia now than the actual gameplay, its still a fun game. More so co-op with a friend.

Would I recomend? If you've played the original and liked it sure, if you have friends to play with even more so sure.
Graphics look pretty for a remaster.
If your looking for a solid zombie sandbox? Here's the thing you can get Dying Light for around the same price and its from the same team that did Dead Island.
Its literally everything these games wanted to be and more.
Also if your getting the bundle, Riptide isn't bad but could have easily been DLC. There's a couple new infected and a new setting but other than that, its nearly the exact same game."
239140,Epiiiiccc
275850,yep
6910,"Loved it since the first day I played it. The graphics (then 19 odd years ago - really? THAT long?) Were great. Story and game play - you'll play it again. Lost count how many times I have - at least times 10 plus over the years. Playability is 1000%. That said it is a classic, the game does look and feel its age. Worth it regardless on sale or not, maybe wait for a sale with the others, although I'd pay $20 Human Revolution. I have all the Deus Ex games across PC and console. This one and Human Revolution I play over again. Not that Invsible War (sequel) and Mankind Divided (latest) Are bad games, they didn't captivate me the way these do. Really hope they make another Deus Ex again. Amazing series."
620,im on da moon
230290,"the solar system didn't take well to the whole ""the sun is now a black hole"" thing"
474960,Doesn't have a real ending. Repetitive gameplay. Story had potential but by the end I felt it had wasted my time.
247080,"Good game.

Graphics: Pixel graphics. Done really well, but does not have any breathless moments. Just a standard level of goodness (whatever that would be.) Other games have definitely done it better, but this game isn't something to laugh at. However, while the sprites look perfectly fine and good, some of the portraits could arguably be done better. A few of them look a bit strange, but it won't really be a huge problem.

Gameplay: Moving to the rhythm and fighting to the rhythm will be really hard the first few hours of the game. However, you can feel yourself get better as you can keep trying and trying. You can buy permanent upgrades for playing each individual Zone. There are Zones 1 through 4 (No DLC) and Zones 1 through 5 (DLC). Those upgrades only apply to that. Other than that, there are different modes to play like ""All Zones Mode"" where you have to play all 4 or 5 zones without dying. All upgrades unlocked, lower health. There's a lot more so check the wiki, this review is already getting long. Also check for each character difference. Every character is different. Also there's digging. Dirt, stone, stone brick, gold brick, bedrock. Different levels of shovels are needed. Base only digs dirt. Hitting stone with base shovel removes coin multiplier. This section is already long, there's a lot to take note of, okay?

Music: It's good and catchy, as expected from a game based around music and beats. It is somewhat hard to hear the beats for some songs, but you will get used to it. There are several different versions of the soundtrack that you can select, from the original DannyB to FamilyJules (Metal). Each Zone has a different style of music, like electro to rock. I don't know the order and what each song genre each zone is so you can look that up too.

Sound: The grunts of slashing and the sounds of each miniboss and attacks are VERY distinctive. The grunts that your character makes while fighting help to keep to the beat, and the steps and sounds of the minibosses help you react to it a little better. Example, Dragons make huge steps, while a Nightmare makes a distinctly different sound +the visual queue of darkness. The encounter with them also makes different sounds like screaming, bellowing, etc.

tl;dr: game is great with decent graphics and very distinctive. it's hard but rewarding. I probably missed something in regards to how much you can talk about in terms of modes and mechanics."
245280,"Honestly, this game was a blast.  The camera angles can be a little janky, and tweaking the .ini makes a world of difference - but the storyline is incredible. It's a bit of a button masher but I really loved it."
12120,"og
"
322500,"Great game, Hope to see even more levels and maybe even a steam workshop so users can make levels :)"
730,is a nice and fun game
298050,These fools with the negative comments are salt because they are bad at this game. Good for people who have alot of patience and time.
304430,Atmospheric game for people who like puzzles and dystopic worlds with weird ideas.
252490,TOXIC COMMUNITY but that whats makes it fun lmao
379720,Does the original justice - enough said! Highly recommended.
493490,can somebody help me my game wonnt load i really wont to play it
730,"Imi place rau de tot acest joc. Va rog frumos sa-l cumparati, pentru ca si fiindca e skinuri multe si gaben e sotul Lilianei !"
586140,fucking awsome
41500,"An amazing dungeon crawler that has a sense of humor, and builds on the genre to a point of mastery. The only thing that tops it is the sequal."
244850,This game's great when I don't die every 10th second when mining asteroids.
373420,"An excellent party-based RPG with an good sense of humor.  Having two protagonists was a nice switch and made occassionally splitting your party up felt good and natural.   Combat system was solid and fairly easy to grasp but with interesting depth.  Only complaint I would make was that the designers sometimes went overboard on very long and finnicky puzzles.  They occassionally dragged on far too long and drained some fun away.   Overall tho, a great game - definitely worth your money!"
105600,an excellent game
271590,first i play the cracked version of this game but i liked the game so much i decided to buy it .so i brought it...it is worth buying
72850,Great visuals and mechanics but can get a bit repetitive.
203140,"The worst of it!

No seriously, bad AI, messed up controls and close combat feels more like Batman. Did 4/5 Missions loud then decided this game can go s*** it!"
252870,Nice meme
641990,really fun to play with friends
383980,"Good.
alot of not bugs
Many characters.
Ehh."
251570,"I have always loved this game and probably always will. Its my go to zombies, sandbox game.
Definitely recommend"
341000,"Love this game! The updates have been frequent, and it has quickly surpassed the fun of Video Game Tycoon and the potential is endless. A must buy for any tycoon/business sim game lover.  Can't wait to see what else they do with it!"
242860,"The ultimate World War 1 game, nothing is more authentic. Includes Team:France Team:Germany Team:Britain and Team:USA, and includes most, if not all Great War weapons. Anything better would be tank combat and plane combat. 
Overall 10/10"
812140,"Good game,I like exploring this game ,but I don't like it when u remove one hit stealth kill"
20900,If you are interested in playing The Witcher series for it's story I think it's great to start with this game. The combat is pretty hard to get into but the characters and the story are well worth it. Have fun!
377160,"This game has one of the best storylines ever
"
286040,"[h1]If you love DOOM3 and Dead Space. I would definately recommend this game.
It does have a cheaper gameplay, but it's very similar to good games we've once played and deserves a shot.

7/10[/h1]"
746710,"for only 1€ is a realy nice game! but as I use it to brush up my programing skills, I would be very pleased if it was possible to copy a text from the wall directly into the pastbin"
405830,"Grandiosa marca en los videojuegos con un super Gameplay, Mapas,  Puzzles, historiso juego!!"
527100,only worth it if you have friends to play with. even then boredom was always close at hand.
764790,Good game. i like.
294100,"very fun
"
362890,"""incompatible save"" - seriously?"
760060,This game is one of my favorites because of how much it challenges you to learn its mechanics and find ways to dissect a group of enemies that are seemingly impossible for your squad to take down. I really enjoy all the different tactics you can use that fit your own play style and think this is a game anyone who enjoys turn-based strategy and stealth will find to be as well.
406550,"Okay look. This game is an experience. One of a kind visual novel that I will never forget. its stupid, clever, funny, sad, rage-inducing, peaceful, bloody and serene. I will not forget what this game has given me and hope that when I play the Answer Arcs the same will be echoed.
So stop reading this and go play the game, I doubt you will regret it.
Why are you still reading this review GO PLAY THE GAME NOW AND STOP READING THIS ITS ALL USELESS!!!"
306130,Gioco bellissimo!!!
228300,This game is trash and I love it
400,In one end out the other.
236090,"....It's worth buying it just for Fidget. 

Really."
250760,play this so you don't feel so bad about not having cuphead
287700,There's exactly twelve minutes and forty-three seconds worth of audio specifically about hamburgers.
327890,the game itself is fun but settings are anoying it wont let me do what i need to do and the game is unoptimized
481510,Bad life choices: the game.
391540,"Sweet, goofy, and lovable- that's how I'd describe this. The promos all call it ""the RPG where nobody has to die"" for a reason!"
105600,"Its a super good and really fun game. it was really fun to find the items, defeat bosses, and explore."
632360,maybe moisture 2
527430,"This game is solid, has some minor bugs, but they don't influence the gameplay so much (there is still a problem with some skills).  Very good ""grim"" WH40k setting.  Excellent music. I would give it 8/10.

NOW IMPORTANT:
There is a lot of reviews written by people hyped by the toxic people saying it is garbage.  Not true.  For some unknown reason (or maybe the ""specific"" wh40k universe gamers) steam forums and steam reviews are plagued by those toxic people constantly complaining.

Try it, if you don't like it you can always refound it with less than 2h of gameplay.
I strongly recommend."
704270,"After the April update, I total lost ability to move inventory items into slots and my inventory items changed to other items 
 or disappear altogether when I try to slot them. 

DO NOT SPEND MONEY ON THIS GAME!!!"
208650,Here we are quite a while out from release and the game is a stutter/fps drop mess. Even with a gtx 1070 on normal settings I can't keep a consistent frame rate.
730,Very good game!
211820,"THIS GAME IS BOSS!
"
220160,"Fun game... A whole lot of trial and error!
"
657690,"Oregon Trail meets Pirates of the Caribbean with an occasional interjection from Jaws.

RIP to Benjamin who has yet to survive a game."
620980,Some of the most fun i have had in a game in years.
8870,"No quick save feature. Total let down, with my time schedule can't play game with autosave with way too long stretch between them."
322330,Don't invite your friends to play this. They'll suck at it
271590,good game
730,"xD
"
307230,Very fun and enjoyable game but zombies often stuck in corner.
212680,Everyone hates my oxygen supply.
252490,.You  will always have fun with friends
276810,"Poorly made and kinda boring, mods would fix this game."
599140,The concept is great but the game play is repetitive and unsatisfying.
397950,It's ok.
587260,"Great Story Great Soundtrack 
Nice Characters  

we need more games like that.."
322330,"The game has been great.  I loved the original don't Starve and so far have loved this as well.  Some things are different and even opposite between the games but the games are great.

They make a great and enjoyable game."
674940,e
22380,it good
730,Great game especially if you play with friends but the vac system needs work.
578080,Filled with all sorts of bugs
319630,One word: Awesome!
555160,"its a very fun game if you know your guns, but for newer people it may be harder, and its mostly carried by its community, but it is a good and creative community tho."
251570,"I do like this game, but I kept getting an error where after about 30 mins of playing, the console keeps popping up and this stopped the action I was doing at that moment. Solution was to hit ESC and once in a while close the game and get another 30 minutes of fun. Well now the console pops up when I try to load my game and nothing else happens. Save just does no load. And yeah Alpha bla bla bla. This game is in EA for what? 7 years? I cant refund it I think, but I wont play it anymore."
387990,"wow. This game is amazing! I play This game  ever single day!! and Wo, WoW"
544390,NITE Team 4 is a great game in the same vein as Uplink and Hacknet.
359050,I'm rejoined with my father
525040,It's all gold. Buy this. Invest in yourself. Have adventures in 2D VR. Good dancing and good luck.
252490,"I havent seen my family in weeks, ive been killed a total of 217 times in a span of 10.5 hours, my girlfriend broke up with me and took my PS4 but i dont care because rust isnt on the playstation, overall an amazing game 1/10"
387990,Best Game
44350,worst racing game EU
403640," Of coure like many others, I was a big fan of the the first game. I was ready to buy the game upon release. That is until I heard about the performance issues. So I waited until that got fixed. I heard about the patches that were done to fix these issues, so I bought the game today. It ran like a dream on ultra settings and I was so excited!.....That is until I finished the first mission and entered the city of Karnaca....As soon as I exited the docks the game proceeded to stutter and lag viciously just from walking. God forbid I try to swing my sword or use any secondary tool whatsoever without tearing a hole in the time space continuum in the world and freeze time all together. At first I thought maybe my PC wasn't good enough to handle Ultra even though it ran the Witcher 3 like a fuckin beast. I'm not a genius or anything but as far as I know Witcher 3 is the most graphically and content heavy game up to date....Anways, so I turned the settings down to medium (A setting not even worthy of a console player) and the improvement was minimal to say the least. You can say I was deeply dissappointed. I'm really not a picky person really but the false hope provided in the beginning....The beautiful graphics, the extremely well done and satisfying kill animations, the good old familiarity and feel of the original. I guess the best way I could describe the feeling I got from playing the first and second level would be like this. 
 You wake up a beautiful christmas morning. At about 11 am, because you have no shitty kids to wake you up at 5. You walk down stairs (because in this fantasy you have lots of money) and smell the delicious aroma of breakfast and coffee wafting in the air. You turn towards the kitchen and see your gorgeous red head wife cooking titty naked at the stove. She then blows you while you eat your bacon. Your face begins to contort into that stupid face you make when your about to splode. Then right before you do she stops and gives you a second to process the fucked up thing she did and then proceeds to stab you to death.
 Fix the damn game because we paid money for this shit and it looks amazing."
265930,this game knows how to be a goat :)
760060,"I've played a lot of X-Com and really enjoy tactical, turn-based games. However, in this game, cover doesn't seem to help you. I played for about 3 hours before I saw an enemy miss, and I was always in full or half cover. I, however, missed all the time. I don't mind if a game is hard, but this is frustrating because the mechanic seems broken.

[edit]
Came back after playing for several more hours and saw an enemy miss for the second time. It still somehow killed my character. They just died as the word ""missed"" hovered uselessly above their bleeding out body. Cover doesn't do anything. Full cover, half cover, height advantage, they're still going to hit you.

Really interesting concept of going from sneaking around to turn based combat. I like it a lot, but it seems fatally flawed by the fact you can't win fights unless you save/load constantly.

Oh yeah and my pig dude got a mutation to let him eat corpses for free health. Sounds great, right? But it only works *in combat*. Which means you're going to get shot if you want to use it. Or you can trick the game by ambushing an enemy, using the ability, and then breaking out of combat, but this screams ""broken"" to me more than anything."
359550,"its a great game but like games it has its flaws. the comunity is a bit toxic but its still a good game to play
"
275850,Nice Comeback
105600,"I  like                    


s yesss
Boys/?#?                  yess"
377160,This game is great you can do anything from playing the normal storyline to downoading mods and having a blast! Perfect game for people who like new things.
244850,"LOVE IT, i think this games awsome"
730,is quite a fun game althought annoying when smurfs and cheaters come into play
322780,"I'll start this off by stating while this review is POSITIVE I don't recommend buying it right now, unless you really want to just screw around.

tl;dr: The game is fun, has a good solid foundation of enjoyable mechanics to build off of, but currently does not have enough things to do with said mechanics.

So the bad things, as of this review, which is Early Access and very likely to change later on I imagine:
-Beetles
-Physics are wonky as hell sometimes (randomly jettisoned off of your ship or into a wall and die instantly)
-Fall damage is overly punishing (healing items are plentiful, even early on, but it's still annoying losing a quarter/half of your health because of small falls)
-islands often not having enough interesting things on them (though whether this is because spawn coding isn't placing lootables properly or just the islands I've visited haven't had spots set properly by their creators, I don't know)
-Beetles
-FUCKING
-BEETLES
-A general lack of things to do currently beyond build fancy ship and explore, there's pvp but encountering people once you get past early zones is relatively rare
-almost requires a group to play effectively, not just from a ""fun"" perspective, as a functional defensible ship requires multiple positions manned
-A general lack of direction early on (likely to be fixed by a tutorial or some similar thing later on)
-Seriously, fuck beetles

And now onto the GOOD things:
-Grapple mechanic is one of the most enjoyable physic based movement systems I've ever touched
-Highly customizable airships, can make anything from a tub to a flying tower
-Player created islands tend to have really impressive designs
-Most players are non-hostile (only a good thing if you're mostly wanting a fun ship building exploration game)
-cosmetics are rare enough to be exciting when you get one, but not so rare you never get anything new
-A VERY solid basis for exciting gameplay mechanics later on
-You can kill the beetles
-No really you just shoot them
-You can grapple the beetles to be taken on a magical journey
-A notable lack of dog enemies
-Sky pirates and shiet

Obviously my bad points are bit more fleshed out at the moment, but as it is literally the first early access release I'd like to believe a good amount of those will change, it's still a solid game to have fun with even now, just don't expect lasting power unless you're the kind of person who likes being an absolute sky pirate with your buddies and just blasting everyone you see.

Anyways if you read my rambling this far, you may have some mental deficiency quite frankly, but kudos anyways."
646570,Very nice.
578080,good
462770,"At the time of writing this, I only have 2.4hrs on record. A very small amount of time where reviews are concerned; certainly far less than I would usually have before considering a review. But, I know this early on how much of an awesome game this is. 

The music is great. The art is genuinely a joy to look at. The story elements presented thus far are intriging enough for me to want to do nothing but play. And the gameplay, whilst simple, is both challanging and fun.

And, truth be told, the fact that I'm having fun means that it is head and shoulders above many other games I've played recently. For the low price, it's already proved to be worth it for the enjoyment I've had over a couple of hours; which is why I think it deserves a recommendation."
569480,"really fun game! I thoroughly enjoyed it the 17 hours I played it.

gets a little wonky once you have filled the map though"
221100,"One sunny day I decided to walk along the beach, while walking saw the running black man he saw me to, my self-defence instinct turned on. he running only with underwear and screamed at me ""HEY MAN I AM FRIENDLY"", I little calmed down. He  ran up, I'm thinking that he maybe will give me CHOCOLATE, but nooo that madaf***r punched me in the face, I little panicked and started running, He ran and shouted ""I KILL YOU B*STARD THAT JACKET IS MINE"", then thought why I run after all, I have a baseball bat, I turned around, take aim to his head and BAAAAM he unconscious, The second hit to the head aaand BAAAAM R.I.P Unknown niga which accent was similar to a Russian.

This is a really great game, of course this is just in alpha version its a lot of bugs like zombies walking through walls, and missing a lot of things one of them vehicles, but, at least for me, is the best and most realistic zombies apokalipse survival game.
And I think all countries players playing dayz, mastered a few important words, ""I AM FRIENDLY MADAF***RS"""
298630,No prison rape! 10/10
232770,fun game
648800,"Просто НОЛЬ КОНТЕНТА ЗА 500 РУБЛЕЙ!
Ну один фиг, глупые люди будут покупать =)
Конец игры простой: скрафти 3 антены + батарейка + приемник = найди станцию по среди моря где написано [spoiler]МИР ПОГРУЗИЛСЯ ПОД ВОДУ ИЗ-ЗА ГЛОБАЛЬНОГО ПОТЕПЛЕНИЯ! ЭТО - УТОПИЯ![/spoiler] 
Я хз под какими таблетками разраб делал игру.

Кто купил - тот стерпел.
Не рекомендую вообще. Лучше бы 2 бургера себе купил чем это."
271590,"As a huge fan of all the amazing GTA IV single-player mods, my hopes were high for that tradition to continue on it's sequel, GTA V.  Unfortunately, GTA Online is all wrapped up into the same files.  Only a few weeks post-release and evidence abounds of thousands of players getting banned for using the new generation of mod content for single-player.  People getting banned for using a simple Field of View MOD is totally uncalled for.  Not supporting the honest efforts of the mod community disgusting.  I really want to recommend this game but honestly it will not be fun without mod support.  Stick to GTA IV if you enjoy the PC advantage of mod fun.

PROS:
Beautiful game.  Truly stunning.
Highly enjoyable missions, characters and story.
Audio is amazing.
GTAO is extremely fun even with randoms.

CONS:
Punishes MOD community."
252950,"zjebiste poleczam\
"
578080,"One of the best early access games.
Pluses
+Every match feels different
+Alot of different loots
+Not all the weapons feel the same
+Alot of attachments
Now the negative sides
-Poor optimazition (Fps might change over 30 on one update, in one update had 100fps then 60fps on next patch even though it had to improve gameplay)
-Not a lot of weapons
-Only one map
-Needs more variety in ammo
-Poor tickrate
-Some hitlog problems
That's it.
But you have got to remember that most of the negative sides will probably be fixed sinse game is still in development.
Thanks for reading!"
582010,Never Have I gotten more lost in a game like this
211820,"despite being alled starbound, you can freely fly around in youre spacshit . this title is misleading and i would like the developlers to reanme it to rocket."
244450,epic mods lol
12140,First Matrix-style game ever!
105600,"Very nice, yes very good, quite pleasent and enjoyable to engage play in"
221100,Was very skeptical on buying this game at first because all the mixed reviews from years ago when it was going through a shit storm of bugs and issues. After the slight gain in popularity again decided to pull the trigger and buy it. So far I cant get away from this game. There are some things that are annoying but the games only going up from here. They've listened to the complaints and fixed most of them. Without a doubt I recommend this game to anyone who is looking for a game to sink endless amount of hours in. Player base is growing by the day. You wont regret the purchase!
427520,Stunningly good management game. 10/10 would fail exams for again.
960090,q fun
730,Good Game. Much Like.
246840,Older game has its quirks but is very nostalgic for those with older windows pc's back in the day.
532210,"this game, right here is a fking masterpiece . This game has two moods :- peaceful and sad . Overall a really very good experience"
604490,The best thing about this broken crap is that you can refund it after you're done with it.
107410,"I was really excited to try Arma 3, and I really tried to like it. The single player is decent, the gameplay is great, everything looks beautiful and sounds awesome.

Why am I not recommending this?

The multiplayer.

If you don't want to be in a server with 400+ ping, or that is empty, you'd better love being in a sims-esque server where only whitelisted people can pick up things, and claim it is 'RP'ing as a criminal' to shoot you for no reason.

Servers that function as actual combat game modes are great, except it costs in-game currency to use vehicles and new weapons (earned through getting kills), and you spawn quite far from anything. Added to that is the frustration of being shot in the back by teammates, or run over by them any time you get close to the action. Also, you need to level up to use different weapons (which you have to buy once you unlock them) but you earn XP at such a low rate compared to the amount it takes to level, it's just not worth the trouble. I can see it being fun if the servers weren't mostly all RP servers that don't allow you to do anything unless you become whitelisted, or the community was a little less trigger happy towards anyone they do not know personally, regardless of the team.

It has amazing potential, but the multiplayer is awful, and that was pretty much the selling point for me. If you enjoy singleplayer tactical hyperrealistic shooters, you will love it. If you're getting it for the multiplayer, you'd better either be ready to apply for a whitelist for the worst RP servers I have ever encountered (childishly immature, seems completely unmoderated), or be ready to be teamkilled every time you leave your spawn zone. Most servers have extremely high ping, meaning the large selection of servers isn't too large when you eliminate 80% that are unplayably laggy and most of the rest are empty."
24010,I've somehow managed to spend over 10 hours in this game so far without even realizing it. I guess I really do like trains.
645630,this game is definitely not easy but super fun when you get the hang of it.
577080,"STORY TELLING WITHOUT STORY LINE

This game doesn't make much sense from a player standpoint in my opinion.
It has a bit of a hard difficulty getting into, which seems unnecessary. The game focuses heavily on story telling without any sort of clear story line.  

I'm a butt out in an outhouse slinging excrement all over the walls, and then something comes into the outhouse to try and scare me, and now i'm a baby butt in a basket being driven down the road on a bicycle being chased by a clown. Why? Who the hell knows.  

This game is basically a visual novel with some clicking here and there. 

If you like butts and farts, go for it. If your looking for anything more conceptually, just let it be and go make yourself a sandwich."
654880,"The game initially comes off like a lot of effort has been put into it (which I don't totally doubt). There are sweet mini-games, the dad is pretty customizable, there is an option for binder-dads (for dads who bind), you get to meet the dads in a manner that makes sense, and you get to make a choice in the game where it's basically one dad or the other. However, after that point, there's no juggling of schedules or dads which could, for one, make a specific playthrough more interesting (though the writing is more complicated, I'm sure more people would be tempted to buy the game just for their own exploration purposes if the game was more convoluted) and the writing more complicated and interesting since the story would be forced to develop in many interesting and specific ways. I find the depth of the game really lacks partially as a result of that. Amanda is really the only other aspect you need to juggle, but the game never gets to a point where you need to choose between Amanda's well-being and a love interest or....yourself. So, in reality, Amanda is a piece of cake to handle (she really is a great kid though) and you're not ever really juggling anything. There's not much challenge to the game besides the mini-games and being careful in your responses. Each dad route feels like it could take that next step and that the point you reach at the end of each one feels like it's the beginning of the relationship....maybe even barely? There are both good endings and bad endings in this game, but the game ultimately really only has one ending that changes slightly depending on your relationship with the dads and I guess also depending on your relationship with Amanda. It's a little disappointing in its end game and I really thought this game was going to expand out into having a part 2 after the 3 dates (as in the story really only progresses so far until you do the 3 dates). Another thing that this game lacked was, imo, significant milestones. Don't get me wrong, there's really memorable parts that are really well written and super funny (significant pro of this game: the dialogue), but I feel like there are parts that could be even more special if we had milestone art or something thrown in there. I appreciate the dad relationships and the platonic love that progresses pretty well into romantic love, but I would have loved more romance, more intimate interaction, etc. Compared to other dating games, this did better in some ways like with the mini-games. I would say the writing was better and I really want to, but I feel like I was held out on. I definitely feel like there should have been more and I am a little disappointed because I wanted to love the game so much, but having been familiar with other dating sims and even just games that weave a romantic aspect into them, my expectations were higher. 

This game really had a lot of potential and started out strong, but......ultimately didn't finish strong."
247730,"Game is like DayZ, in a sense that it is far better than it."
