appid,review
412830,I've played it on multiple platforms. It's one of the best visual novels I've played. Just get it.
379720,yes
598330,"I do not usually buy early access or the tycoon style games.

I will mention right off the bat that these developers have been amazing and super active and responsive on the forums. 

I do like to travel though and I love being in different kind of airports.

Lots of this game is infrastructure and foot traffic management, as well as the obvious flight management.

I am not good with words so I can't say much more, but I can fully recommend this game if you like the rollercoaster tycoon/sim city/prison architect style of games, and even if you don't but like flying, this game is great.

I look forward to further updates! They come pretty regularly, major updates every so often but smaller updates and hotfixes several times per week!

"
346010,"6 hours in and I'm still building random crap.
Really looking forward to a new update with more content"
359550,"its good
"
201810,"Good game, heavily story driven which is great. Love the perk system. If you want a game with great story, great missions, great gameplay thats not too complex then this is the one. (disclaimer im in a legal country for marijuana) - its a great game to smoke a few bowls and play!"
413150,its good
200710,"If you like old-school RPG Dungeon Crawlers, then you're going to like this.  I'm only just getting into the game so far, but it has been a hoot to just blast or slash the bejebus out of droves of enemies with your allies at your sides.  Win Win!"
292030,"Emotional rollercoaster from start to finish, especially if you've played the first two games and/or read the books. One of the best games I'v ever played in my life."
893180,"An incredibly hard, but intriguing game to play. Full of interesting puzzles that will keep you going 'what the hell??'. The story is plenty interesting and oddly enough reminds me of Persona. I haven't played much of the game, but I still enjoy it whenever I start playing, even if it leads to rage."
320340,"Lots of promise, screwed by the irresponsible team and management. If only there was even a token effort from the developers to fix the situation I would be still backing this game."
342180,This game is reaally cool. It's super immersive and at times I honestly felt like I was truly about to get my teeth kicked in by a zombie. The only issue I have with the game is that I almost broke my computer by throwing my vive controller at my monitor while throwing a basketball at a zombies face. 0/10 2irl4me
622220,Da Best Game
431240,friends rage and it's fun
19900,"Game has glitches on all consoles, including PC. I could never get past the first 30 minutes of the game. Characters jump around or sink into the surface randomly. Would not recommend buying, even at the low price. Fun gameplay and nice landscape...when they work."
646910,really really fun and good game. 10/10 for me.
552620,"For all those Old School Fallout fans out there, here's a game that will bring back the nostalgia better than Wasteland. It's definitely a slower paced game, but the writing, style, and gameplay make up for that. It's both easy and hard to play, but I'd recommend this game for anyone who loves the post-apocalyptic genre as much as I do."
222880,"Insurgency is one hell of a beast, created by mixing up all the good things from other great FPS title.
It has the realism of Red Orchestra / Rising Storm that adds a great immersion and intense atmosphere, the small skimrish maps akin to Counter  Strike for a quick and fun close quarter battles, great weapon customization system that reminds me to Rainbow Six / Ghost  Recon, and Battlefield's class based gameplay. 

Looks unoriginal eh? Nah, not at all. Insurgency DO feels like a combination, something ""in between"" of those game, but the devs executed the ideas impressively that I can consider Insurgency as an original, somewhat one of a kind game that still maintain its own unique identity among an ocean of FPSes nowadays.

Gameplay (10/10)
Immersive, intense, hardcore, yet it still can offer a fun and enjoyable experience. Insurgency is one of those ""easy  to learn hard to master"" game. Naturally, Insurgency itself is a very simple game, the thing that you'll have to learn is how the general system works, weapons and attachments, the different set of classes, and the realism factor itself. I believe you'll fully understand how the game works in around an hour, or even less. Insurgency isn't for a trigger-happy FPS player. Patience, teamwork, and careful observation of your surrounding is the key here. Even if you already do that, like walking slowly, crouch, peeking on corners, you'll find yourself in  ""WHERE THE FUCK IS THE BULLET COME FROM?"" situation, first shot, screen blurred, second shot, you started to panic, third shot and you're dead. In many occassion you don't even have the time to be panicked, you'll have an instant death. 

Another great aspect of this game is how devs design the overall system. No grinding, no perk, just pure skill and tactic. Shitload of varied game modes that actually..well..varied, a balanced class system. Overall Insurgency is, one of the most balanced and fair FPS I've ever played.

Sound (10/10)
I could've put it in the gameplay section, since the sound isn't just to make the game more atmospheric, but the sound design is a part of the gameplay, its a crucial part. For a modern military FPS with a flare of relism, the sound must be designed to make the game, not only immersive and realitic, but also ""usable"" and its actually a part of the tactic. Yes, the sound is mind-blowingly fantastic. I love how detailed the sounds are, the sound of bullets blazing over your head, hitting the wall or floor, fly near your ears, and when it do hit you, everything become muffed. The guns sounds realistic, it doesn't sound too weak, yet doesn't sound THAT powerful.  Sound is your best friend and your greatest enemy.

Graphic (9/10)
Insurgency is built from Source Engine, which is, in a way..dated. But. thanks for the great level design and visual effect, and of course the gameplay. You'll find Insurgency's graphic to be a brilliant one. You might think Battlefield has the most realistic graphic for a FPS game. That might be true, but Battlefield's graphic is just too beautiful to be realistc, I find it more in the cinematic side. Insurgency, in the other side can capture the overall atmosphere of a battlefield. A battlefield is supposed to be ""ugly"", no filtering, no lens flare, it's rough. No, no.. I don't say Insurgency graphic is  ugly, far from it. It's a bit dated yes, but the ""dated"" factor and the genius devs behind the game make Insurgency's graphic looks truly believable. 

Conclusion (10/10)
Immersive, believeable, realistic, hardcore, tactical, yet still fun, enjoyable, and pretty much accesible. Insurgency is a perfect balance of realistc / hardcore FPS game with the close quarter combat fun and quick matches of a more arcade-ish FPS game. Insurgency does take inspiration from a wide range of FPS game type, but the devs cleverly managed to distinguish the game to something more unique that can stand at its own two feet and overall maintaining its own identity of a new kind of FPS game."
